DRUGBANK_ID,COMMON_NAME,CAS_NUMBER,UNII,SYNONYMS,Smiles
DB14208,Ramiprilat,87269-97-4,6N5U4QFC3G,Ramipril diacid; Ramiprilat; Ramiprilate; Ramiprilatum,C[C@@H](C(N([C@@H](CCC1)[C@@H]1C1)[C@@H]1C(O)=O)=O)N[C@@H](CCc1ccccc1)C(O)=O
DB11909,Varespladib,172732-68-2,2Q3P98DATH,Varespladib,CCc(n(Cc1ccccc1)c1ccc2)c(C(C(N)=O)=O)c1c2OCC(O)=O
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",,TA375L4WSV,,OCCOCN(C=C(Cc1cc(OCc2ccccc2)ccc1)C(N1)=O)C1=O
DB09080,Olodaterol,868049-49-4,VD2YSN1AFD,Olodaterol,CC(C)(Cc(cc1)ccc1OC)NCC(c1cc(O)cc(N2)c1OCC2=O)O
DB14715,Cinazepam,172986-25-3,U4SS7UFXC7,,OC(CCC(OC1N=C(c(cccc2)c2Cl)c(cc(cc2)Br)c2NC1=O)=O)=O
DB08807,Bopindolol,62658-63-3,KT304VZO57,Bopindolol; Bopindololum,CC(C)(C)NCC(COc1c(cc(C)[nH]2)c2ccc1)OC(c1ccccc1)=O
DB13564,Zipeprol,34758-83-3,G5MUV8139H,Zipeprol,COC(CN1CCN(CC(C(c2ccccc2)OC)O)CC1)c1ccccc1
DB16078,Abeprazan,1902954-60-2,BE52S2C1QT,,CNCc(c(OC)c1-c(ccc(F)c2)c2F)cn1S(c1cc(F)ccc1)(=O)=O
DB06985,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,,,,OC(c(cccc1)c1NC(N(CC1)CCC1c1c(C(F)(F)F)cccc1)=O)=O
DB08170,"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",,,,COc(cc1)ccc1S(N(CC1)C(C(NO)=O)c(cc2OC)c1cc2O)(=O)=O
DB08864,Rilpivirine,500287-72-9,FI96A8X663,"4-{[4-({4-[(E)-2-cyanovinyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile; Rilpivirina; Rilpivirine",Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc(cc2)ccc2C#N)n1
DB16076,GSK2245035,1207629-49-9,5L3SX16QBQ,,CCC[C@H](C)Oc(nc1N)nc(N2CCCCCN3CCCCC3)c1NC2=O
DB12853,DA-6886,1342815-16-0,J6388YJ4YR,,COc(c(C(NCC1CCN(CCCn2nncc2)CC1)=O)c1)cc(N)c1Cl
DB15647,Ketodarolutamide,1297537-33-7,9EPS75QMTL,,CC(Cn(cc1)nc1-c(cc1)cc(Cl)c1C#N)NC(c1n[nH]c(C(C)=O)c1)=O
DB12941,Darolutamide,1297538-32-9,X05U0N2RCO,Darolutamide,CC(Cn(cc1)nc1-c(cc1)cc(Cl)c1C#N)NC(c1n[nH]c(C(C)O)c1)=O
DB02623,Aminophosphonic acid-guanylate ester,,,,NC(Nc1c2ncn1[C@H]([C@H]1O)O[C@@H](CO[P@@](O)(O[P@](N)(O)=O)=O)[C@@H]1O)=NC2=O
DB06414,Etravirine,269055-15-4,0C50HW4FO1,Etravirina; Etravirine,Cc1cc(C#N)cc(C)c1Oc(nc(Nc(cc1)ccc1C#N)nc1N)c1Br
DB12566,Decernotinib,944842-54-0,MZK2GP0RHK,Adelatinib; Decernotinib,CC[C@](C)(C(NCC(F)(F)F)=O)Nc1nc(-c2c[nH]c3c2cccn3)ncc1
DB02104,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",,,,Cc1c(CN(C)c(cc2OC)cc(OC)c2OC)cnc2nc(N)nc(N)c12
DB06940,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",,,,CCNC(c(c(C)c12)cn1ncnc2Nc1c(C)ccc(C(NOC)=O)c1)=O
DB07909,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",,,,O[C@@H](C[C@H](CC1)c2ccccc2)[C@H]1c(cc1)ccc1C(NCCCC(O)=O)=O
DB01720,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,639517-90-1,,(2Z)-2-(benzoylamino)-3-[4-(2-bromophenoxy)phenyl]-2-propenoic acid,OC(/C(/NC(c1ccccc1)=O)=C/c(cc1)ccc1Oc(cccc1)c1Br)=O
DB05395,Amibegron,121524-08-1,PDQ3ME68U3,Amibegron,CCOC(COc1cc(C[C@H](CC2)NC[C@@H](c3cccc(Cl)c3)O)c2cc1)=O
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,,,,CN(CCCCCCOc(cc1)cc2c1c(-c(cc1)ccc1Br)co2)CC=C
DB15534,Colchiceine,477-27-0,HJ30158L57,O-Demethylcolchicine; O10-Demethylcolchicine,CC(NC(CCc(c(C1=CC=C2O)c3OC)cc(OC)c3OC)C1=CC2=O)=O
DB02049,2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,,,,ONC(CC1(CCOCC1)S(c(cc1)ccc1Oc(cc1)ccc1Cl)(=O)=O)=O
DB08490,CTS-1027,193022-04-7,2QD3F58224,,ONC(C1(CS(c(cc2)ccc2Oc(cc2)ccc2Cl)(=O)=O)CCOCC1)=O
DB00675,Tamoxifen,10540-29-1,094ZI81Y45,"(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine; (Z)-2-(para-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine; 1-p-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene; 1-para-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene; Tamoxifen; Tamoxifène; Tamoxifene; Tamoxifeno; Tamoxifenum; trans-Tamoxifen",CC/C(/c1ccccc1)=C(\c1ccccc1)/c(cc1)ccc1OCCN(C)C
DB05462,Chlorotoxin I-131,,544WOQ7W6W,,CCC(C(c1ccccc1)c(cc1)ccc1OCCN(C)C)c1ccccc1
DB07289,5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID,,,,OC(COc1c(C(O)=O)sc(-c2cc(NCc3ccccc3)ccc2)c1Br)=O
DB13558,Morclofone,31848-01-8,VY62TIB872,Morclofone,COc1cc(C(c(cc2)ccc2Cl)=O)cc(OC)c1OCCN1CCOCC1
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",,,,CCc1c(C(c(cc2Br)cc(Br)c2O)=O)c(ccc(S(N(C)C)(=O)=O)c2)c2o1
DB08556,"5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID",,,,CC(c1ccc(-c2cc(NS(c3c(C)cc(C)cc3)(=O)=O)c(C(O)=O)s2)s1)=O
DB13588,Naftidrofuryl,31329-57-4,42H8PQ0NMJ,Nafronyl; Naftidrofurilo; Naftidrofuryl; Naftidrofurylum,CCN(CC)CCOC(C(CC1OCCC1)Cc1cccc2ccccc12)=O
DB15052,Ansofaxine,916918-80-4,A7CGH459FN,,Cc(cc1)ccc1C(Oc1ccc(C(CN(C)C)C2(CCCCC2)O)cc1)=O
DB13721,Cypermethrin,52315-07-8,1TR49121NP,,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O
DB13600,Deltamethrin,52918-63-5,2JTS8R821G,Decamethrin,CC(C)([C@H]1C=C(Br)Br)[C@@H]1C(O[C@@H](c1cc(Oc2ccccc2)ccc1)C#N)=O
DB03388,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",,,,CC(C)N(C(c(ccc(Cl)c1)c1Cl)=O)c1c(C(O)=O)sc(-c2ccccc2)c1
DB03446,N-Benzyl-3-(alpha-D-galactopyranosyloxy)benzamide,,,BAPG; N-Benzyl-3-(α-D-galactopyranosyloxy)benzamide,OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@@H]1Oc1cccc(C(NCc2ccccc2)=O)c1
DB00346,Alfuzosin,81403-80-7,90347YTW5F,"(±)-N-[3-[(4-amino-6,7-dimethoxy-2-quinazolinyl)methylamino]propyl]tetrahydro-2-furamide; Alfuzosin; Alfuzosina; Alfuzosine; Alfuzosinum; N-[3-[(4-amino-6,7-dimethoxy-quinazolin-2-yl)- methyl-amino]propyl] tetrahydrofuran- 2-carboxamide",CN(CCCNC(C1OCCC1)=O)c(nc(c1c2)N)nc1cc(OC)c2OC
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,,,,NC(c1ccc(CNC(C(CCC2)N2C(CNC2CCCCC2)=O)=O)cc1)=N
DB08422,[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,,,,N[C@H](Cc1ccccc1)C(N(CCC1)[C@@H]1C(NCCNc1ccncc1)=O)=O
DB13939,RAD-140,1182367-47-0,4O87Q44KNC,"2-Chloro-4-(((1R,2S)-1-(5-(4-cyanophenyl)-1,3,4-oxadiazol-2-yl)-2-hydroxypropyl)amino)-3-methylbenzonitrile",C[C@H]([C@@H](c1nnc(-c(cc2)ccc2C#N)o1)Nc(cc1)c(C)c(Cl)c1C#N)O
DB08064,N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,,,,CC(C)(C)c1n[nH]c(NC(Nc(cc2)cc(COc3cnccc3)c2Cl)=O)c1
DB07194,"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",,,,CC(CO)NC(c1c(C)nc(-c2nc(Nc3cc(C)cc(C)c3)ncc2)s1)=O
DB03486,Phosphomethylphosphonic acid guanosyl ester,,,,NC(NC1=O)=Nc2c1ncn2[C@H]([C@H]1O)O[C@@H](COP(CP(O)(O)=O)(O)=O)[C@@H]1O
DB04554,8-Bromoadenosine-5'-Diphosphate,,,,Nc1ncnc(n2[C@@H]([C@@H]3O)O[C@H](COP(O)(OP(O)(O)=O)=O)[C@H]3O)c1nc2Br
DB01416,Cefpodoxime,80210-62-4,7R4F94TVGY,Cefpodoxima; Cefpodoxime; Cefpodoximum,COCC(CS[C@@H]1[C@@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C(O)=O)N1C2=O
DB01261,Sitagliptin,486460-32-6,QFP0P1DV7Z,Sitagliptin; Sitagliptina; Sitagliptine; Sitagliptinum,N[C@@H](CC(N1Cc2nnc(C(F)(F)F)n2CC1)=O)Cc(c(F)c1)cc(F)c1F
DB07235,"N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE",,,,CNc1nccc(-c2ccc(C(NC(Cc(ccc(Cl)c3)c3Cl)CN)=O)s2)n1
DB12846,Reproterol,54063-54-6,11941YC6RN,"7-(3-((2-(3,5-Dihydroxyphenyl)-2-hydroxyethyl)amino)propyl)theophylline; Reproterol; Reproterolum",CN(c1c(C(N2C)=O)n(CCCNCC(c3cc(O)cc(O)c3)O)cn1)C2=O
DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,,,,Cc1cccc(Nc(nc(Nc2ccc(CC(O)=O)cc2)nc2)c2C(N)=O)c1
DB07174,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",,,,CCc1nc(N)nc(N)c1-c(cc1)cc(N2CCCOC)c1OC(C)(C)C2=O
DB12661,Urapidil,34661-75-1,A78GF17HJS,Urapidil,CN(C(C=C(NCCCN(CC1)CCN1c(cccc1)c1OC)N1C)=O)C1=O
DB13203,Bamifylline,2016-63-9,ZTY15D026H,Bamifilina; Bamifylline; Bamifyllinum,CCN(CCn1c(C(N(C)C(N2C)=O)=O)c2nc1Cc1ccccc1)CCO
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",,,,CCCCn1c(ncnc2N)c2nc1Cc(c(Cl)c1OC)cc(OC)c1OC
DB12285,Verubecestat,1286770-55-5,J1I0P6WT7T,Verubecestat,C[C@](C1)(c(cc(cc2)NC(c(cc3)ncc3F)=O)c2F)N=C(N)N(C)S1(=O)=O
DB04315,Guanosine-5'-Diphosphate,146-91-8,,,NC(NC1=O)=Nc2c1ncn2[C@@H]([C@@H]1O)O[C@H](COP(O)(OP(O)(O)=O)=O)[C@H]1O
DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,,,,CC(C)CCNc1c2ncn([C@H]([C@H]3O)O[C@@H](COP(O)(O)=O)[C@@H]3O)c2ncn1
DB00406,Gentian violet cation,7438-46-2,3GVJ31T6YY,Crystal Violet; Crystal violet carbocation; Crystal violet ion(1); Crystal violet(1+); Gentian violet carbocation; Gentian violet cation; Gentian violet(1+); Methylrosaniline; Methylrosanilinium,CN(C)c(cc1)ccc1C(c(cc1)ccc1N(C)C)=C(C=C1)C=CC1=[N+](C)C
DB07074,6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,,,,Cc(c(O)ccc1)c1C(Nc(c1c2)cc(C(OC)=O)cc1ccc2C(N)=N)=O
DB03737,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",,,,C[C@H]([C@@H]([C@@H](C#Cc(c(/C1=C/c([nH]cc2)c2OC)c(cc2)NC1=O)c2F)O)N)O
DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,,,,CCCNC([C@H](CCC1)N1C([C@@H](C(c1ccccc1)c1ccccc1)N)=O)=O
DB12270,Losmapimod,585543-15-3,F2DQF16BXE,Losmapimod,CC(C)(C)CNC(c(cc1)cnc1-c1cc(C(NC2CC2)=O)cc(F)c1C)=O
DB08697,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",,,,Cc1cc(C(Nc2cc(Cl)cc(N3CCCCC3)c2)=O)cc(C)c1OCCN
DB07779,N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE,,,,N[C@H](CC(N1[C@@H](CNC(c2ccccc2)=O)CCC1)=O)Cc(cccc1)c1F
DB11682,Daprodustat,960539-70-2,JVR38ZM64B,Daprodustat,OC(CNC(C(C(N(C1CCCCC1)C(N1C2CCCCC2)=O)=O)C1=O)=O)=O
DB01139,Cefapirin,21593-23-7,89B59H32VN,"(6R,7R)-3-(acetoxymethyl)-8-oxo-7-{[(pyridin-4-ylsulfanyl)acetyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; Cefapirin; Cefapirina; Cefapirine; Cefapirinum; Cefaprin; Cephapirin; Cephapirine; CEPR",CC(OCC(CS[C@H]1[C@H]2NC(CSc3ccncc3)=O)=C(C(O)=O)N1C2=O)=O
DB00689,Cephaloglycin,03/01/3577,HD2D469W6U,7-(2-D-alpha-Aminophenylacetamido)cephalosporanic acid; 7-(D-2-Amino-2-phenylacetamido)-3-acetoxymethyl-delta(sup3)-cephem-4-carboxylic acid; 7-(D-alpha-Aminophenyl-acetamido)cephalosporanic acid; Cefaloglicina; Cefaloglycin; Cefaloglycine; Cefaloglycinum; CEG; Cephaloglycin anhydrous; Cephaloglycine; Cephaoglycin acid; D-(-)-Cephaloglycin; D-Cephaloglycine,CC(OCC(CS[C@@H]1[C@@H]2NC([C@@H](c3ccccc3)N)=O)=C(C(O)=O)N1C2=O)=O
DB16702,Famprofazone,22881-35-2,HN0NCX453C,Famprofazone,CC(C)C(C1=O)=C(CN(C)C(C)Cc2ccccc2)N(C)N1c1ccccc1
DB02139,(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,,,,CN(CC=C)C/C=C/COc(c(F)c1)cc2c1c(-c(cc1)ccc1Br)nn2C
DB01103,Quinacrine,83-89-6,H0C805XYDE,"2-methoxy-6-chloro-9-diethylaminopentylaminoacridine; 3-chloro-7-methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine; 6-chloro-9-((4-(diethylamino)-1-methylbutyl)amino)-2-methoxyacridine; Mepacrine; N4-(6-chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine",CCN(CC)CCCC(C)Nc(c1c2)c(ccc(Cl)c3)c3nc1ccc2OC
DB15565,Cilazaprilat,90139-06-3,WBL76FH528,Cilazaprilat; Cilazaprilate; Cilazaprilatum,OC([C@H](CCc1ccccc1)N[C@@H](CCCN(CCC1)N2[C@@H]1C(O)=O)C2=O)=O
DB02799,N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,,,,CCN(CC)c(cc1)cc(O2)c1C=C(C(N/C=C\N(C(CC1)=O)C1=O)=O)C2=O
DB05100,Prinomastat,192329-42-3,10T6626FRK,Prinomastat; Prinomastatum,CC(C)(C1C(NO)=O)SCCN1S(c(cc1)ccc1Oc1ccncc1)(=O)=O
DB16338,Taniborbactam,1613267-49-4,8IGQ156Z07,Taniborbactam,NCCN[C@H]1CC[C@H](CC(N[C@H]2Cc3cccc(C(O)=O)c3OB2O)=O)CC1
DB07278,GW-813893,478644-12-1,1Y3JD5PEMS,,C[C@@H](C(N1CCOCC1)=O)N(CC[C@@H]1NS(/C=C/c(s2)ccc2Cl)(=O)=O)C1=O
DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,,,,C[C@@H](C(N1CCOCC1)=O)N(CC[C@@H]1NS(CCc(s2)ccc2Cl)(=O)=O)C1=O
DB08013,(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,,3GR7JE5BNH,,CCOC(c(cc1)ccc1OCCCC(CC1)CCN1c1nnc(C)cc1)=O
DB12275,Seviteronel,1610537-15-9,8S5OIN36X4,Seviteronel,CC(C)[C@@](c1cnn[nH]1)(c1ccc(cc(c(OC(F)F)c2)OC(F)F)c2c1)O
DB16735,PAT-1251,2098884-52-5,Y3HMF6G24B,,NCc1cc(C(F)(F)F)nc(Oc2cc(C(N(C[C@H]3O)C[C@H]3F)=O)ccc2)c1
DB06166,Fosdevirine,1018450-26-4,Z4I0C281BJ,Fosdevirine,Cc1cc([P@@](c2c(C(N)=O)[nH]c(cc3)c2cc3Cl)(OC)=O)cc(/C=C/C#N)c1
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,,,,O=S(c1cccc2cnccc12)(NCCNCCOCc(cc1)ccc1Cl)=O
DB08968,Fominoben,18053-31-1,TJ2KK6NYJS,Fominoben; Fominobene; Fominobenum,CN(CC(N1CCOCC1)=O)Cc(c(NC(c1ccccc1)=O)ccc1)c1Cl
DB06970,"2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE",,,,CCN(CC)S(c(cc1)cc(C(Nc(sc2c3CCC2)c3C#N)=O)c1Cl)(=O)=O
DB14899,Tavapadon,1643489-24-0,PT4P8MJP8L,PF-06649751; Tavapadon,Cc(cc(cc1)Oc2c(C(F)(F)F)cccn2)c1C(N(C)C(N1)=O)=C(C)C1=O
DB12461,GLPG-0492,1215085-92-9,8O59X1ACZT,,CN([C@@](CO)(C(N1c(cc2)cc(C(F)(F)F)c2C#N)=O)c2ccccc2)C1=O
DB09285,Morniflumate,65847-85-0,R133MWH7X1,Morniflumate; Morniflumato,O=C(c1cccnc1Nc1cccc(C(F)(F)F)c1)OCCN1CCOCC1
DB01331,Cefoxitin,35607-66-0,6OEV9DX57Y,"(6R,7S)-4-[(carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[(thiophen-2-enyl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; Cefoxitin; Cefoxitina; Cefoxitine; Cefoxitinum; Ceftoxitin; Cephoxitin; CFX; Rephoxitin",CO[C@]([C@H]1SCC(COC(N)=O)=C(C(O)=O)N11)(C1=O)NC(Cc1cccs1)=O
DB08163,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,,,,CN(CCCCON)C[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]1n1c2ncnc(N)c2nc1C=C
DB12417,Anagliptin,739366-20-2,K726J96838,Anagliptin,CC(C)(CNC(c1cn2nc(C)cc2nc1)=O)NCC(N(CCC1)[C@@H]1C#N)=O
DB07664,K-00546,443798-47-8,LFR1253W75,CDK1/2 inhibitor III,Nc1nc(Nc(cc2)ccc2S(N)(=O)=O)nn1C(Nc(c(F)ccc1)c1F)=S
DB07379,(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol,,,,CC(C)C(CO)Nc(nc1Nc2cc(N)cc(Cl)c2)nc2c1ncn2C(C)C
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,112921-04-7,48GG0U2X78,Ala-SA; AlaSA,C[C@H](C(NS(OC[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]1n1c2ncnc(N)c2nc1)(=O)=O)=O)N
DB16292,Perfluorodecalin,306-94-5,54A06VV62N,Acri-deca; Fluosol da perfluorodecalin; Octadecafluorodecahydronaphthalene; Perflunafene; Perfluorodecalin; Perftoran component perfluorodecalin,FC(C(C(C(C1(F)F)(F)F)(F)F)(C(C(C2(F)F)(F)F)(F)F)F)(C1(F)F)C2(F)F
DB12647,Tocotrienol,6829-55-6,0867I0N41V,,CC(CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)(CC1)Oc(cc2)c1cc2O
DB05514,Cobiprostone,333963-42-1,IL870Q3Z8I,Cobiprostone,CC[C@H](C)CC([C@](CC1)(O)O[C@H](C2)[C@H]1[C@@H](CCCCCCC(O)=O)C2=O)(F)F
DB06536,Tesaglitazar,251565-85-2,6734037O3L,Tesaglitazar,CCO[C@@H](Cc(cc1)ccc1OCCc(cc1)ccc1OS(C)(=O)=O)C(O)=O
DB02255,Ilomastat,142880-36-2,I0403ML141,Ilomastat,CC(C)C[C@H](CC(NO)=O)C(N[C@@H](Cc1c[nH]c2c1cccc2)C(NC)=O)=O
DB00188,Bortezomib,179324-69-7,69G8BD63PP,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid; Bortezomib; N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide,CC(C)C[C@@H](B(O)O)NC([C@H](Cc1ccccc1)NC(c1nccnc1)=O)=O
DB07455,"N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide",,,,C[C@@H](CNS(C)(=O)=O)c(cc1)ccc1-c1ccc([C@@H](C)CNS(C)(=O)=O)cc1
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,,,,C[C@H](C(O)=O)NC([C@@H](Cc1ccccc1)NC([C@H](Cc1ccccc1)S)=O)=O
DB04810,Salophen-10-carboxylate iron chelate,,,,[O-]c1c(/C=N/c(ccc(C(O)=O)c2)c2/N=C/c(cccc2)c2[O-])cccc1.[Fe+4]
DB02549,3'-O-Acetylthymidine-5'-diphosphate,,,3'-O-Acetylthymidine 5'-(trihydrogen diphosphate),CC(O[C@@H](C1)[C@@H](CO[P@@](O)(OP(O)(O)=O)=O)O[C@H]1N(C=C(C)C(N1)=O)C1=O)=O
DB13608,Tiocarlide,910-86-1,43M23X81Y2,Tiocarlide,CC(C)CCOc(cc1)ccc1NC(Nc(cc1)ccc1OCCC(C)C)=S
DB02537,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,,,,Cc(cc1)ccc1OC/C(/Nc(c(O)c1)cc(C[C@@H](C(O)=O)N)c1O)=C\C=O
DB13342,Cinepazet,23887-41-4,0LC95WWE9Q,Cinepazet,CCOC(CN(CC1)CCN1C(/C=C/c(cc1OC)cc(OC)c1OC)=O)=O
DB00401,Nisoldipine,63675-72-9,4I8HAB65SZ,"isobutyl methyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate; Nisoldipin; Nisoldipina; Nisoldipine; Nisoldipino; Nisoldipinum",CC(C)COC(C(C1c(cccc2)c2[N+]([O-])=O)=C(C)NC(C)=C1C(OC)=O)=O
DB07620,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",,,,Cc(c(Cl)c1)cc(S(c(c([N+]([O-])=O)cc(C(F)(F)F)c2)c2[N+]([O-])=O)(=O)=O)c1Cl
DB02333,Deoxyuridine-5'-Triphosphate,,,,O[C@@H](C1)[C@@H](COP(O)(OP(O)(OP(O)(O)=O)=O)=O)O[C@H]1N(C=CC(N1)=O)C1=O
DB11501,Bunamidine,3748-77-4,A9IW1G3P6C,"Bunamidina; Bunamidine; Bunamidinum; N,N-Dibutyl-4-(hexyloxy)-1-naphthamidine; N,N-Dibutyl-4-hexyloxy-1-naphthamidin",CCCCCCOc1ccc(C(N(CCCC)CCCC)=N)c2ccccc12
DB15609,JPC-3210,1609655-35-7,,,CC(C)(C)c(cc1CNC(C)(C)C)cc(-c2cc(F)c(C(F)(F)F)nc2)c1O
DB16271,Opiranserin,1441000-45-8,AP031EC2NI,Opiranserin; Vvz-149 free base,CCCCOc(c(OC)cc(C(NCC1(CCOCC1)N(C)C)=O)c1)c1OC
DB00662,Trimethobenzamide,138-56-7,W2X096QY97,"N-[[4-(2-dimethylaminoethoxy)phenyl]methyl]-3,4,5-trimethoxybenzamide; Trimethobenzamide; Trimethobenzamidum; Trimetobenzamida",CN(C)CCOc1ccc(CNC(c(cc2OC)cc(OC)c2OC)=O)cc1
