smiles,LogD,MW,PSA
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<0.92,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.83,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.44,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.48,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.69,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.06,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.76,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.73,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.65,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<0.03,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.09,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.07,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-0.22,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.39,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.70,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.88,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.16,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-0.02,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.97,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.14,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.54,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.72,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.82,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.37,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.56,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,0.86,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>0.74,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-1.15,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.57,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-0.46,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.92,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-0.46,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.63,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-0.25,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.73,289.0586243,97.9899979
NCc1cnn(O)c1Br,>0.42,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.50,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.74,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-0.31,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.30,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.56,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.71,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.15,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.49,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-1.71,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.19,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.39,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.56,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.39,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.97,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.61,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.13,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.22,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.71,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.71,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.69,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-1.17,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.93,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.48,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.93,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.49,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.18,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.81,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.97,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,0.33,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.49,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<0.03,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.58,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-0.17,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.31,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-0.77,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.19,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-0.50,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.96,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.44,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.98,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.74,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.47,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.24,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.32,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.67,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.01,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.16,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.64,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<0.03,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.15,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.90,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.96,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,0.60,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.06,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.29,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.63,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.30,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.28,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-0.53,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.27,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.23,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.33,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-0.92,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.48,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.81,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.27,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.20,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.53,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.76,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.11,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,0.88,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.75,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.35,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-0.44,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.29,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.75,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.36,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.18,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.15,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.30,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.73,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<0.62,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.36,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-1.37,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.21,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.04,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.46,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-1.36,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-1.74,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-0.44,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-0.58,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.87,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-0.39,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<0.44,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.39,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.91,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.11,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.03,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>0.34,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-0.85,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.93,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.24,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.72,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.94,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.51,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-0.41,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.25,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.89,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.05,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.71,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-1.98,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.14,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.53,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.74,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.16,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.44,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.99,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.62,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,0.56,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.72,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.23,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.02,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.19,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-1.15,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.95,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.24,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<0.85,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.70,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.41,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-1.17,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,0.64,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-0.75,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.87,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.26,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.07,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.30,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.12,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.33,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.13,289.0586243,97.9899979
NCc1cnn(O)c1Br,0.04,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-1.17,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.88,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.98,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.79,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.69,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-0.07,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.25,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.49,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.37,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.99,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.54,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.53,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.43,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-0.83,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-0.40,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.36,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.24,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.57,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.40,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.98,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.34,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.72,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.36,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.44,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.76,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.35,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-1.35,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.78,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.62,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.54,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.50,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-1.67,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,0.43,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-1.60,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.19,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.09,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.09,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.54,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-0.19,289.0586243,97.9899979
NCc1cnn(O)c1Br,>0.28,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.72,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.02,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.44,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-0.31,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.98,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.78,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<0.46,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.46,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.60,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-1.83,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.54,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.04,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.42,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.44,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>0.35,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.71,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.59,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-0.70,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-1.22,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.82,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-1.36,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<0.32,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.37,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.42,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.96,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.75,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.95,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-0.17,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.08,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-0.30,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.98,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.08,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.21,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.36,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,0.12,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.57,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.92,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.00,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-0.50,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.43,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,0.78,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.13,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.40,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.90,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-1.94,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.77,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-1.08,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-1.10,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<0.87,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,0.60,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.44,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.83,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.96,187.9601898,93.9700012
