smiles,CHEMBL_ID,pIC50,pIC50_true
CNc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3675532,9.82,9.82
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCOCC5)c4)c3)ncnc12,CHEMBL3675533,8.36,8.36
COCCNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675536,6.1,6.1
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2cc(C#N)ccn2)c1,CHEMBL3675537,10.1,10.1
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1,CHEMBL3675538,9.7,9.7
C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,CHEMBL3675540,NA,9.31
CN(CCO)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680387,9.16,9.16
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,CHEMBL3680388,9.04,9.04
Cc1occc1C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3680389,9.03,9.03
NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)c2=CCC1,CHEMBL3680390,9.0,9.0
COc1ccc(C(=O)NC2=CC(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)=CCC2)c(F)c1,CHEMBL3680391,8.85,8.85
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,CHEMBL3680392,8.74,8.74
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2ccccc2F)=C1,CHEMBL3680393,7.72,7.72
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,CHEMBL3680394,NA,9.49
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,CHEMBL3680395,9.38,9.38
NC(=O)c1cccc2c(NC(CCO)C3=CCCC(NC(=O)c4ccccc4)=C3)ncnc12,CHEMBL3680396,NA,8.74
CCN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3680397,NA,6.3
Cc1cnc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680399,8.44,8.44
CNCC(Nc1ncnc2c(C(N)=O)cc(OCCN(C)C)cc12)c1cccc(F)c1,CHEMBL3680400,6.0,6.0
COc1ccc(C(=O)Nc2cc([C@@H](C)Nc3nccc4c(C(N)=O)cccc34)ccc2F)cc1F,CHEMBL3680402,NA,9.92
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,CHEMBL3680403,9.54,9.54
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCOCC5)c4)c3)ncnc12,CHEMBL3680404,8.96,8.96
NC(=O)c1cccc2c(NCC3=CC(Cl)=CCC3)ncnc12,CHEMBL3680405,6.85,6.85
COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2ccccc2F)=C1,CHEMBL3680406,9.0,9.0
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1,CHEMBL3680407,5.8,5.8
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OCCCO)c4)c3)ncnc12,CHEMBL3680410,8.57,8.57
COCCN(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3680411,8.3,8.3
CN(C)Cc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,CHEMBL3680412,7.66,7.66
CN(C)CCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,CHEMBL3680413,7.4,7.4
CC(C)NC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3680414,6.1,6.1
COc1ncc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680416,NA,9.6
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)CCO5)c3)ncnc12,CHEMBL3680417,9.64,9.64
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2c(F)cccc2F)=C1,CHEMBL3680418,8.96,8.96
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,CHEMBL3680419,8.51,8.51
CC(C)c1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,CHEMBL3680420,10.22,10.22
CCn1nc(C(F)(F)F)cc1C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3680421,8.54,8.54
CNCC(Nc1ncnc2c(C(N)=O)cc(OCc3ccccc3)cc12)c1ccccc1,CHEMBL3680422,6.4,6.4
NC(=O)c1cccc2c(N[C@H](CNC3CC3)c3ccccc3)ncnc12,CHEMBL3680423,6.34,6.34
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OCCO)c4)c3)ncnc12,CHEMBL3680424,8.3,8.3
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,CHEMBL3680425,8.1,8.1
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,CHEMBL3680428,9.74,9.74
COc1ccc(C(O)/N=C2\C=CCC(CNc3ncnc4c(C(N)=O)cccc34)C2)cc1C,CHEMBL3680429,NA,9.7
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C3CC3)n[nH]2)c1,CHEMBL3680430,9.52,9.52
CCCN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3680431,NA,6.41
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,CHEMBL3680432,8.21,8.21
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NCc2ccc(Br)cc2)c1,CHEMBL3680433,8.09,8.09
NC(=O)c1cccc2c(NCc3ccc(F)c(F)c3)ncnc12,CHEMBL3680434,6.37,6.37
C=[N+]([O-])c1cccc(C(COC)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3680435,NA,6.26
COc1cc(C(=O)NC2=CCCC(C(C)Nc3ncnc4c(C(N)=O)cccc34)=C2)ccn1,CHEMBL3680436,9.28,9.28
COc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3680437,9.03,9.03
Cc1cnc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680438,NA,8.51
CN1CCN(c2ccc(NC(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cc2)CC1,CHEMBL3680440,7.4,7.4
NC(=O)c1cccc2c(N3CCc4ccc([N+](=O)[O-])cc4C3)ncnc12,CHEMBL3680441,6.16,6.16
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccn2C)c1,CHEMBL3680442,NA,9.44
NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(F)c(F)c4)c3)ncnc12,CHEMBL3680443,9.21,9.21
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680444,9.18,9.18
NC(=O)c1cccc2c(NC(CCO)c3cccc([N+](=O)[O-])c3)ncnc12,CHEMBL3680445,6.28,6.28
COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,CHEMBL3680446,9.6,9.6
CCN(CC)c1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680447,9.43,9.43
COc1ccc(C(N)=O)c2ncnc(NCc3cccc(F)c3)c12,CHEMBL3680448,6.22,6.22
COCCCOC1C=C(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)C=CC1,CHEMBL3680450,8.35,8.35
CNCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,CHEMBL3680451,NA,7.7
CN(C)CCNC(=O)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3680454,NA,9.4
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)c3)ncnc12,CHEMBL3680455,9.66,9.66
COc1ccc(C(=O)Nc2cccc(C(CCN(C)C(=O)OC(C)(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680456,9.0,9.0
Cn1cnc2c(Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)nccc21,CHEMBL3680457,8.29,8.29
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(F)ccc2F)c1,CHEMBL3680458,NA,8.26
CC(C)Oc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3cccc(F)c3)c2c1,CHEMBL3680459,NA,6.8
COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,CHEMBL3680460,9.89,9.89
NC(=O)c1cccc2c(NCc3cccc(F)c3F)ncnc12,CHEMBL3680461,NA,5.72
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccoc2)c1,CHEMBL3680462,9.25,9.25
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCCC5)c4)c3)ncnc12,CHEMBL3680464,9.05,9.05
CC(NC1=NC=NC2C(C(N)=O)=CCC=C12)c1cccc(NC(=O)c2ccc(N3CCOCC3)cc2)c1,CHEMBL3680466,9.42,9.42
NC(=O)c1cccc2c(NCC3C=CC=C(NC=O)C3)ncnc12,CHEMBL3680467,NA,9.31
NC(=O)c1cc(O)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,CHEMBL3680468,8.64,8.64
NC(=O)c1cccc2c(NCc3cc(F)cc(Cl)c3)ncnc12,CHEMBL3680469,6.12,6.12
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,CHEMBL3680470,NA,9.36
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc[n+]([O-])cc2)c1,CHEMBL3680471,7.77,7.77
Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,CHEMBL3680474,8.8,8.8
COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680476,9.09,9.09
COCCN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680477,10.05,10.05
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=C[NH+]([O-])CC=C2)c1,CHEMBL3680478,NA,7.36
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,CHEMBL3680479,10.3,10.3
CCOc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3680480,NA,9.33
CS(=O)(=O)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680481,8.85,8.85
CCN(C[C@@H](Nc1ccccc(C(N)=O)cncn1)C1C=CC=CC1)C(C)C,CHEMBL3680482,NA,7.25
CN(C)CCOc1ccc(NC(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680483,7.29,7.29
NC(=O)c1cccc2c(NC(Cn3ccnc3)c3ccccc3)ncnc12,CHEMBL3680484,NA,6.52
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)c(F)c2)c1,CHEMBL3680485,9.39,9.39
CCn1nc(C(=O)Nc2ccccc2)cc1C,CHEMBL3680486,NA,8.89
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(N3CCN(C)CC3)cc2)c1,CHEMBL3680487,8.06,8.06
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CCCC2)c1,CHEMBL3680488,9.92,9.92
CCOC(=O)c1ccc(C(=O)NC2=CCCC([C@H](C)Nc3ncnc4c(C(N)=O)cccc34)=C2)cn1,CHEMBL3680489,9.64,9.64
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cncnc2)c1,CHEMBL3680490,8.92,8.92
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,CHEMBL3680491,9.28,9.28
CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4nncc5c(C(N)=O)cccc45)c3)cc2C(F)(F)F)CC1,CHEMBL3680492,NA,8.47
CC(C)CNc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3680495,9.66,9.66
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(NCCO)c4)c3)ncnc12,CHEMBL3680497,NA,8.36
COC1=CC=CCC1C(CN(C)C)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3680498,NA,6.09
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,CHEMBL3680499,9.38,9.38
CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680500,9.16,9.16
CN(C[C@@H](Nc1ncnc2c1=CCCC=2C(N)=O)c1ccccc1)C1CC1,CHEMBL3680501,6.82,6.82
COc1ccc(C(=O)Nc2cccc(C(CN(C)C(=O)OC(C)(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,CHEMBL3680502,8.08,8.08
CC(C)c1csc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)n1,CHEMBL3680504,9.11,9.11
COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,CHEMBL3680505,8.3,8.3
C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CC([N+](=O)[O-])=CCC1,CHEMBL3680506,5.82,5.82
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,CHEMBL3680507,NA,9.38
NC(=O)c1cccc2c(NCc3ccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)cc3)ncnc12,CHEMBL3680508,NA,9.24
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(OC)c1,CHEMBL3680509,NA,9.11
CNC[C@H](Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3680510,6.0,6.0
COc1ccc(C(N)=O)c2ncnc(NCc3ccccc3)c12,CHEMBL3680511,6.52,6.52
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(F)c(F)c4)c3)ncnc12,CHEMBL3680512,8.85,8.85
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4csc(N)n4)c3)ncnc12,CHEMBL3680513,NA,7.92
CN(C)CC(Nc1ncnc2c(C(N)=O)cc(OCc3ccc(F)cc3)cc12)c1cccc(F)c1,CHEMBL3680514,6.52,6.52
CNCC(Nc1ncnc2c(C(N)=O)cc(OCCCN(C)C)cc12)c1ccccc1,CHEMBL3680515,6.0,6.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c[nH]c5ccccc45)c3)ncnc12,CHEMBL3680517,8.47,8.47
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(CN5CCCC5)cc4)c3)ncnc12,CHEMBL3680518,NA,8.13
CC(Nc1ncnc2c(C(N)=O)cc(F)cc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,CHEMBL3680519,9.21,9.21
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)c(F)c2)c1,CHEMBL3680520,NA,9.43
NC(=O)c1cccc2c(N[C@H](CN3CCCC3)c3ccccc3)ncnc12,CHEMBL3680521,6.16,6.16
COc1ccc(C(=O)Nc2cccc(CNc3ccnc4c(C(N)=O)cccc34)c2)cc1F,CHEMBL3680522,9.14,9.14
COCCNc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3680523,NA,8.15
COc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3ccccc3OC)c2c1,CHEMBL3680524,6.33,6.33
NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4cccc(OCCN5CCOCC5)c4)c3)ncnc12,CHEMBL3680525,8.11,8.11
CN1CCN(CCOc2cccc(NC(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2)CC1,CHEMBL3680526,7.5,7.5
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)N2CCC(F)(F)C2)c1,CHEMBL3680527,9.14,9.14
COCCNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680528,9.18,9.18
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCOCC5)nc4)c3)ncnc12,CHEMBL3680529,9.32,9.32
CC(C)CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680530,9.32,9.32
NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccccc4)c3)c2=CCC1,CHEMBL3680531,7.92,7.92
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,CHEMBL3680532,NA,9.92
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2cc(C(F)(F)F)ccn2)c1,CHEMBL3680533,NA,9.51
CC(C)OC(=O)N(C)CC(Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3680534,8.23,8.23
NC(=O)c1cccc2c(NC(CO)c3cccc(NC(O)c4ccc(Br)cc4)c3)ncnc12,CHEMBL3680535,7.21,7.21
NCCOc1ccc(C(N)=O)c2ncnc(NCc3cccc(F)c3)c12,CHEMBL3680536,6.0,6.0
NC(=O)c1cccc2c(NCc3cc(F)c(F)c(F)c3)ncnc12,CHEMBL3680537,5.8,5.8
COc1ccc(C(=O)NC2=CCCC([C@H](C)Nc3ncnc4c(C(N)=O)cccc34)=C2)cc1F,CHEMBL3680539,7.85,7.85
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,CHEMBL3680540,10.4,10.4
NC(=O)c1cccc2c(NC(CCO)c3cccc(NC(O)c4cc(C5CC5)n[nH]4)c3)ncnc12,CHEMBL3680541,10.0,10.0
NC(=O)c1cccc2c(NCc3cccc(Nc4ccccn4)c3)ncnc12,CHEMBL3680542,9.82,9.82
NC(=O)c1cccc2c(NCc3cccc(Nc4cc(C(F)(F)F)ccn4)c3)ncnc12,CHEMBL3680543,NA,9.82
CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,CHEMBL3680544,NA,9.8
COc1ccc(C(=O)Nc2cccc(C(CCCO)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3680545,NA,9.8
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5cc[nH]c5c4)c3)ncnc12,CHEMBL3680546,NA,9.77
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,CHEMBL3680547,9.74,9.74
NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,CHEMBL3680548,9.72,9.72
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,CHEMBL3680549,9.72,9.72
COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,CHEMBL3680550,9.68,9.68
NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,CHEMBL3680551,NA,9.66
N#Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,CHEMBL3680552,9.66,9.66
COc1ccc(C(O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2F)cc1,CHEMBL3680553,NA,9.66
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4[nH]nc5c4CCCC5)c3)ncnc12,CHEMBL3680554,9.62,9.62
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc5cc[nH]c45)c3)ncnc12,CHEMBL3680555,9.59,9.59
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(-c5ncc[nH]5)cc4)c3)ncnc12,CHEMBL3680556,9.54,9.54
Cc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccc1N1CCOCC1,CHEMBL3680557,9.52,9.52
CNCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,CHEMBL3680558,9.51,9.51
NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,CHEMBL3680559,NA,9.48
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc5cc(Cl)ccc5[nH]4)c3)ncnc12,CHEMBL3680560,NA,9.43
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5[nH]ccc5c4)c3)ncnc12,CHEMBL3680561,9.34,9.34
NC(=O)c1cccc2c(NC(CCO)c3cccc(NC(=O)C4CC4(F)F)c3)ncnc12,CHEMBL3680562,9.31,9.31
COc1cnc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3680563,9.29,9.29
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OCCO5)c3)ncnc12,CHEMBL3680564,9.28,9.28
NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,CHEMBL3680565,9.27,9.27
Cn1ccc2cc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)ccc21,CHEMBL3680566,9.25,9.25
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(CO)cc34)c2)cc1,CHEMBL3680567,9.24,9.24
CCOC(=O)Nc1cccc([C@@H](C)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3680568,9.22,9.22
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc5[nH]ccc45)c3)ncnc12,CHEMBL3680569,9.14,9.14
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(C)C)c1,CHEMBL3680570,9.12,9.12
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(CO)cc4)c3)ncnc12,CHEMBL3680571,9.08,9.08
Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,CHEMBL3680572,9.07,9.07
Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cc(Cl)cc34)c2)cn1,CHEMBL3680573,9.07,9.07
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC(F)(F)C2)c1,CHEMBL3680574,9.07,9.07
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2(C(F)(F)F)CC2)c1,CHEMBL3680575,9.07,9.07
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cnc(C(F)(F)F)cn2)c1,CHEMBL3680576,9.06,9.06
N#CCc1ccc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)nc1,CHEMBL3680577,9.0,9.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5nc[nH]c5c4)c3)ncnc12,CHEMBL3680578,NA,9.0
CCC(C)C(=O)Nc1cccc([C@@H](C)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3680579,8.96,8.96
NC(=O)c1cccc2c(NC(CCN3CCNCC3)c3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,CHEMBL3680580,8.92,8.92
CN1CCN(CCC(Nc2ncnc3c(C(N)=O)cccc23)c2cccc(NC(=O)c3cc(C4CC4)n[nH]3)c2)CC1,CHEMBL3680581,8.89,8.89
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCOCC5)c(C(F)(F)F)c4)c3)ncnc12,CHEMBL3680582,8.85,8.85
CCOC(=O)c1coc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)n1,CHEMBL3680583,8.85,8.85
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5=O)cc4)c3)ncnc12,CHEMBL3680584,8.82,8.82
NC(=O)c1cccc2c(NCc3cccc(Nc4ccc(C5CCNCC5)cn4)c3)ncnc12,CHEMBL3680585,8.82,8.82
CC(Nc1ncnc2c(C(N)=O)cccc12)C1=CC(NC(=O)C2(C(F)(F)F)CCC2)=CCC1,CHEMBL3680586,8.8,8.8
Cc1nc(-c2cccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2)no1,CHEMBL3680587,NA,8.77
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC(F)(F)C2)c1,CHEMBL3680588,8.74,8.74
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C(F)(F)C(F)(F)F)c1,CHEMBL3680589,8.74,8.74
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(N5CCOCC5)c4)c3)ncnc12,CHEMBL3680590,8.74,8.74
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2ccc(C(F)(F)F)cn2)c1,CHEMBL3680591,NA,8.7
CNCc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(OC)cc4)c3)c2c1,CHEMBL3680592,8.7,8.7
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)Oc2ccccc2)c1,CHEMBL3680593,8.68,8.68
Cn1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c2ccccc21,CHEMBL3680594,8.68,8.68
